Shift,Material,Department,Machine,Process Type,Outside Process,Outside Process Type,Hardware,Hardware Type,Deburr,Total Parts,Defect Count,Defect Rate,Thread,Defect Type,Possible Cause,Production Cost
Second 1:30PM to 9:30PM,Steel,Mill,Matsuura_MAM72,Secondary_Operation,Yes,Grinding,No,None,Part_Deburred_On_Machine,12,0,1.63,Yes,None,None,385
First 6:00AM-2:30PM,304 Stainless Steel,Lathe,Samsung_SL15E,Standard,Yes,Clear_Hard_Anodize,Yes,Fasteners,Part_Deburred_On_Machine,462,10,2.14,Yes,Thread_Defect,Tool_On_Machine_Broke,565
Second 1:30PM to 9:30PM,Steel,Mill,Matsuura_MAM72,High_Precision,No,None,Yes,Screw,Part_Deburred_On_Machine,1480,45,3.04,No,Missing_Feature,Incorrect_Print,720
Second 1:30PM to 9:30PM,303 Stainless Steel,Lathe,Small_Wia,Tight_Tolerance,Yes,Grinding,No,None,Manually Deburred,302,14,4.53,Yes,Incorrect_Engraving,Incorrect_Revision_Level,589
First 6:00AM-2:30PM,Steel,Mill,NFX400A,Tight_Tolerance,Yes,White_Paint,No,None,Part_Deburred_On_Machine,580,24,4.2,No,Missing_Feature,Operator_Mistake,697
First 6:00AM-2:30PM,430 Stainless Steel,Lathe,Samsung_SL15E,Standard,Yes,Clear_Chromate,Yes,Fasteners,Part_Deburred_On_Machine,1085,49,4.55,Yes,Out_Of_Tolerance,Incorrect_Tool_Used,1072
Second 1:30PM to 9:30PM,303 Stainless Steel,Lathe,Miyano_BND,Tight_Tolerance,Yes,Colored_Paint,Yes,Dowel_Pins,Manually Deburred,2671,35,1.31,Yes,Thread_Defect,Measurement_Error,912
First 6:00AM-2:30PM,6061 Aluminum,Mill,YCM_2,Secondary_Operation,Yes,Gold_Anodize,No,None,Part_Deburred_On_Machine,20,1,3.82,Yes,Material_Cut_Too_Small,Machine_Broke_Down,398
First 6:00AM-2:30PM,6061 Aluminum,Mill,YCM_3,Standard,Yes,Nickel_Plating,No,None,Part_Deburred_On_Machine,2686,122,4.53,Yes,Missing_Feature,Incorrect_Revision_Level,1971
Second 1:30PM to 9:30PM,6061 Aluminum,Lathe,Miyano_BND,High_Precision,No,None,Yes,Hinge,Part_Deburred_On_Machine,1653,37,2.22,No,Incorrect_Engraving,Incorrect_Print,616
Second 1:30PM to 9:30PM,6063 Aluminum,Mill,Doosan_HC400_II,Surface_Finish_Critical,No,None,Yes,Screw,Part_Deburred_On_Machine,249,5,2.08,No,Burrs_In_Part,Operator_Mistake,200
Second 1:30PM to 9:30PM,6063 Aluminum,Lathe,Big_Wia,High_Precision,Yes,Zinc_Plating,Yes,Screw,Manually Deburred,2645,72,2.72,No,Incorrect_Hole_Size,Tool_On_Machine_Broke,1393
Second 1:30PM to 9:30PM,6061 Aluminum,Mill,YCM_3,High_Precision,No,None,Yes,Screw,Part_Deburred_On_Machine,1216,37,3.07,No,Incorrect_Depth,Damaged_When_Shipped_To_Customer,616
Second 1:30PM to 9:30PM,6063 Aluminum,Lathe,Big_Wia,Secondary_Operation,No,None,No,None,Part_Deburred_On_Machine,1047,37,3.51,Yes,Incorrect_Depth,Operator_Mistake,566
Second 1:30PM to 9:30PM,430 Stainless Steel,Mill,YCM_1,Secondary_Operation,Yes,Grinding,No,None,Part_Deburred_On_Machine,349,11,3.03,No,Damage_To_Surface,Operator_Mistake,528
First 6:00AM-2:30PM,Steel,Lathe,Samsung_SL15E,High_Precision,No,None,No,None,Manually Deburred,2135,42,1.98,No,Dent,Machine_Broke_Down,653
First 6:00AM-2:30PM,6063 Aluminum,Mill,YCM_1,Surface_Finish_Critical,No,None,No,None,Part_Deburred_On_Machine,2447,78,3.2,No,Dent,Programming_Error,1099
First 6:00AM-2:30PM,7075 Aluminum,Lathe,Big_Wia,Surface_Finish_Critical,Yes,Nickel_Plating,Yes,Dowel_Pins,Part_Deburred_On_Machine,1365,27,2.01,No,Burrs_In_Part,Incorrect_Tool_Used,786
Second 1:30PM to 9:30PM,Steel,Mill,YCM_1,Tight_Tolerance,No,None,Yes,Fasteners,Manually Deburred,2080,64,3.09,Yes,Damage_To_Surface,Loaded_Part_On_Wrong_Size,989
Second 1:30PM to 9:30PM,6061 Aluminum,Mill,YCM_3,Secondary_Operation,No,None,Yes,Hinge,Part_Deburred_On_Machine,1504,75,4.99,No,Missing_Feature,Incorrect_Revision_Level,1110
Second 1:30PM to 9:30PM,6063 Aluminum,Mill,Doosan_HC400_II,Secondary_Operation,No,None,Yes,Hinge,Manually Deburred,1465,19,1.3,No,Incorrect_Depth,Operator_Mistake,404
First 6:00AM-2:30PM,304 Stainless Steel,Mill,NFX400A,Surface_Finish_Critical,No,None,Yes,Bolts,Manually Deburred,608,23,3.85,No,Incorrect_Engraving,Operator_Mistake,456
First 6:00AM-2:30PM,7075 Aluminum,Lathe,Samsung_SL15E,Surface_Finish_Critical,Yes,White_Paint,Yes,Fasteners,Manually Deburred,915,42,4.61,Yes,Scratches,Careless_Deburring,1003
First 6:00AM-2:30PM,6061 Aluminum,Mill,NFX400A,Surface_Finish_Critical,Yes,Gold_Anodize,No,None,Part_Deburred_On_Machine,1989,85,4.28,No,Incorrect_Depth,Incorrect_Print,1490
First 6:00AM-2:30PM,Steel,Lathe,Big_Wia,High_Precision,Yes,Zinc_Plating,No,None,Part_Deburred_On_Machine,1873,43,2.29,No,Incorrect_Hole_Size,Tool_On_Machine_Broke,944
First 6:00AM-2:30PM,Steel,Lathe,Small_Wia,Surface_Finish_Critical,Yes,Zinc_Plating,No,None,Part_Deburred_On_Machine,1553,23,1.5,No,Incorrect_Engraving,Tool_On_Machine_Broke,684
First 6:00AM-2:30PM,6063 Aluminum,Mill,YCM_2,High_Precision,No,None,No,None,Part_Deburred_On_Machine,2993,104,3.47,No,Missing_Feature,Careless_Deburring,1437
First 6:00AM-2:30PM,430 Stainless Steel,Lathe,Miyano_BND,Tight_Tolerance,No,None,No,None,Manually Deburred,542,17,3.06,Yes,Burrs_In_Part,Operator_Mistake,328
First 6:00AM-2:30PM,Steel,Mill,YCM_1,Tight_Tolerance,Yes,Electroless_Nickel_Plating,No,None,Manually Deburred,2693,80,2.97,No,Damage_To_Surface,Loaded_Part_On_Wrong_Size,1447
First 6:00AM-2:30PM,6061 Aluminum,Lathe,Small_Wia,Standard,Yes,Passivation,No,None,Manually Deburred,1023,44,4.26,Yes,Incorrect_Engraving,Tool_On_Machine_Broke,979
Second 1:30PM to 9:30PM,304 Stainless Steel,Mill,YCM_3,Secondary_Operation,No,None,No,None,Manually Deburred,2120,84,3.95,Yes,Incorrect_Depth,Part_Lifted_On_Machine,1199
Second 1:30PM to 9:30PM,304 Stainless Steel,Lathe,Small_Wia,Surface_Finish_Critical,Yes,Colored_Paint,No,None,Manually Deburred,1767,69,3.93,Yes,Damage_To_Surface,Careless_Deburring,1304
First 6:00AM-2:30PM,304 Stainless Steel,Mill,NFX400A,High_Precision,Yes,Colored_Hard_Anodize,Yes,Dowel_Pins,Part_Deburred_On_Machine,2499,23,0.91,Yes,Dent,Operator_Mistake,734
Second 1:30PM to 9:30PM,304 Stainless Steel,Mill,YCM_2,Surface_Finish_Critical,No,None,No,None,Part_Deburred_On_Machine,612,3,0.57,Yes,Incorrect_Engraving,Incorrect_Revision_Level,124
Second 1:30PM to 9:30PM,303 Stainless Steel,Lathe,Small_Wia,High_Precision,No,None,No,None,Part_Deburred_On_Machine,2237,47,2.08,No,Incorrect_Depth,Incorrect_Print,696
Second 1:30PM to 9:30PM,430 Stainless Steel,Lathe,Miyano_BND,Secondary_Operation,No,None,Yes,Dowel_Pins,Manually Deburred,1591,51,3.23,No,Incorrect_Engraving,Programming_Error,820
Second 1:30PM to 9:30PM,6063 Aluminum,Lathe,Big_Wia,Tight_Tolerance,Yes,Clear_Chromate,No,None,Part_Deburred_On_Machine,14,0,0.6,No,None,None,385
First 6:00AM-2:30PM,Steel,Mill,NFX400A,Secondary_Operation,Yes,Colored_Hard_Anodize,No,None,Part_Deburred_On_Machine,436,12,2.87,No,Material_Cut_Too_Small,Part_Lifted_On_Machine,541
First 6:00AM-2:30PM,304 Stainless Steel,Mill,YCM_3,High_Precision,No,None,No,None,Manually Deburred,2844,18,0.63,No,Missing_Feature,Damaged_When_Shipped_To_Customer,341
Second 1:30PM to 9:30PM,430 Stainless Steel,Lathe,Samsung_SL15E,High_Precision,Yes,Colored_Paint,No,None,Manually Deburred,1592,0,0.0,Yes,None,None,407
Second 1:30PM to 9:30PM,304 Stainless Steel,Lathe,Miyano_BND,High_Precision,No,None,No,None,Part_Deburred_On_Machine,282,4,1.26,Yes,Out_Of_Tolerance,Improper_Setup,137
Second 1:30PM to 9:30PM,430 Stainless Steel,Lathe,Samsung_SL15E,Standard,Yes,Gold_Anodize,Yes,Bolts,Part_Deburred_On_Machine,131,2,1.59,No,Incorrect_Engraving,Programming_Error,461
Second 1:30PM to 9:30PM,303 Stainless Steel,Mill,YCM_3,Standard,Yes,Clear_Hard_Anodize,No,None,Part_Deburred_On_Machine,2051,102,4.96,Yes,Incorrect_Hole_Size,Incorrect_Tool_Used,1711
First 6:00AM-2:30PM,304 Stainless Steel,Lathe,Samsung_SL15E,Tight_Tolerance,Yes,Zinc_Plating,No,None,Manually Deburred,1438,24,1.67,Yes,Incorrect_Hole_Size,Improper_Setup,719
First 6:00AM-2:30PM,303 Stainless Steel,Lathe,Big_Wia,Surface_Finish_Critical,Yes,Heat_Treatment,Yes,Dowel_Pins,Manually Deburred,2112,92,4.38,No,Scratches,Damaged_When_Shipped_To_Customer,1653
First 6:00AM-2:30PM,6063 Aluminum,Mill,Doosan_HC400_II,Tight_Tolerance,Yes,Colored_Hard_Anodize,Yes,Screw,Part_Deburred_On_Machine,712,10,1.38,Yes,Material_Cut_Too_Small,Improper_Setup,565
Second 1:30PM to 9:30PM,6061 Aluminum,Lathe,Big_Wia,Secondary_Operation,No,None,Yes,Bolts,Part_Deburred_On_Machine,2309,25,1.1,No,Burrs_In_Part,Tool_On_Machine_Broke,460
Second 1:30PM to 9:30PM,303 Stainless Steel,Mill,YCM_1,High_Precision,Yes,Passivation,No,None,Manually Deburred,925,27,2.9,Yes,Scratches,Operator_Mistake,758
First 6:00AM-2:30PM,6063 Aluminum,Mill,Matsuura_MAM72,Standard,No,None,Yes,Fasteners,Manually Deburred,819,39,4.8,Yes,Thread_Defect,Measurement_Error,664
Second 1:30PM to 9:30PM,303 Stainless Steel,Lathe,Big_Wia,Secondary_Operation,Yes,Heat_Treatment,No,None,Part_Deburred_On_Machine,1582,35,2.21,No,Damage_To_Surface,Programming_Error,840
First 6:00AM-2:30PM,6061 Aluminum,Mill,NFX400A,Secondary_Operation,Yes,Colored_Paint,No,None,Manually Deburred,799,22,2.76,Yes,Scratches,Damaged_When_Shipped_To_Customer,693
Second 1:30PM to 9:30PM,Steel,Lathe,Samsung_SL15E,Secondary_Operation,Yes,Clear_Hard_Anodize,No,None,Manually Deburred,76,3,4.38,No,Burrs_In_Part,Operator_Mistake,446
Second 1:30PM to 9:30PM,430 Stainless Steel,Mill,YCM_3,Surface_Finish_Critical,Yes,White_Paint,No,None,Part_Deburred_On_Machine,1539,11,0.68,No,Damage_To_Surface,Measurement_Error,528
First 6:00AM-2:30PM,7075 Aluminum,Mill,NFX400A,Standard,Yes,Gold_Anodize,No,None,Part_Deburred_On_Machine,646,26,4.01,No,Damage_To_Surface,Programming_Error,723
First 6:00AM-2:30PM,Steel,Mill,YCM_2,Secondary_Operation,No,None,Yes,Screw,Manually Deburred,587,28,4.71,Yes,Missing_Feature,Loaded_Part_On_Wrong_Size,521
First 6:00AM-2:30PM,6063 Aluminum,Lathe,Samsung_SL15E,Surface_Finish_Critical,Yes,Clear_Hard_Anodize,No,None,Part_Deburred_On_Machine,1884,18,0.97,No,Incorrect_Depth,Part_Lifted_On_Machine,619
First 6:00AM-2:30PM,Steel,Mill,NFX400A,Tight_Tolerance,Yes,Gold_Anodize,No,None,Manually Deburred,148,6,4.02,Yes,Damage_To_Surface,Tool_On_Machine_Broke,485
Second 1:30PM to 9:30PM,Steel,Lathe,Samsung_SL15E,Standard,Yes,Electroless_Nickel_Plating,Yes,Bolts,Part_Deburred_On_Machine,858,15,1.78,No,Out_Of_Tolerance,Programming_Error,630
First 6:00AM-2:30PM,6063 Aluminum,Mill,YCM_2,High_Precision,No,None,Yes,Hinge,Manually Deburred,1720,36,2.08,Yes,Dent,Part_Lifted_On_Machine,625
Second 1:30PM to 9:30PM,304 Stainless Steel,Lathe,Miyano_BND,Surface_Finish_Critical,Yes,Clear_Chromate,Yes,Fasteners,Part_Deburred_On_Machine,875,17,1.97,Yes,Material_Cut_Too_Small,Material_Defect,656
Second 1:30PM to 9:30PM,304 Stainless Steel,Mill,YCM_3,High_Precision,No,None,Yes,Hinge,Manually Deburred,1143,56,4.91,No,Incorrect_Depth,Improper_Setup,885
Second 1:30PM to 9:30PM,430 Stainless Steel,Lathe,Samsung_SL15E,Standard,No,None,No,None,Part_Deburred_On_Machine,2686,18,0.68,Yes,Burrs_In_Part,Incorrect_Tool_Used,319
First 6:00AM-2:30PM,Steel,Lathe,Small_Wia,Secondary_Operation,No,None,No,None,Part_Deburred_On_Machine,1745,86,4.95,Yes,Thread_Defect,Tool_On_Machine_Broke,1203
First 6:00AM-2:30PM,7075 Aluminum,Mill,NFX400A,Secondary_Operation,Yes,Clear_Hard_Anodize,No,None,Manually Deburred,1131,50,4.45,Yes,Damage_To_Surface,Incorrect_Print,1057
First 6:00AM-2:30PM,304 Stainless Steel,Lathe,Miyano_BND,Standard,No,None,No,None,Manually Deburred,707,13,1.8,Yes,Incorrect_Depth,Material_Defect,276
First 6:00AM-2:30PM,304 Stainless Steel,Lathe,Miyano_BND,High_Precision,Yes,Passivation,No,None,Manually Deburred,1519,55,3.64,No,Missing_Feature,Measurement_Error,1122
Second 1:30PM to 9:30PM,6063 Aluminum,Mill,NFX400A,Standard,Yes,Clear_Hard_Anodize,No,None,Part_Deburred_On_Machine,2177,67,3.1,No,Incorrect_Depth,Incorrect_Revision_Level,1256
Second 1:30PM to 9:30PM,7075 Aluminum,Mill,YCM_3,Standard,Yes,Gold_Anodize,No,None,Part_Deburred_On_Machine,1327,22,1.67,No,Missing_Feature,Measurement_Error,671
First 6:00AM-2:30PM,430 Stainless Steel,Lathe,Small_Wia,Surface_Finish_Critical,Yes,White_Paint,Yes,Fasteners,Manually Deburred,2131,44,2.07,Yes,Burrs_In_Part,Tool_On_Machine_Broke,1029
First 6:00AM-2:30PM,7075 Aluminum,Mill,YCM_3,Standard,Yes,Colored_Hard_Anodize,No,None,Manually Deburred,1023,32,3.13,Yes,Missing_Feature,Careless_Deburring,823
First 6:00AM-2:30PM,6061 Aluminum,Mill,YCM_3,Surface_Finish_Critical,Yes,Colored_Paint,No,None,Part_Deburred_On_Machine,1559,46,2.94,Yes,Scratches,Careless_Deburring,983
First 6:00AM-2:30PM,7075 Aluminum,Mill,YCM_1,High_Precision,No,None,Yes,Fasteners,Part_Deburred_On_Machine,2480,92,3.7,Yes,Damage_To_Surface,Damaged_When_Shipped_To_Customer,1331
First 6:00AM-2:30PM,304 Stainless Steel,Lathe,Small_Wia,Secondary_Operation,No,None,No,None,Manually Deburred,1946,32,1.63,No,Missing_Feature,Material_Defect,523
Second 1:30PM to 9:30PM,6063 Aluminum,Mill,NFX400A,Tight_Tolerance,No,None,Yes,Bolts,Manually Deburred,1379,23,1.68,Yes,Missing_Feature,Damaged_When_Shipped_To_Customer,456
First 6:00AM-2:30PM,304 Stainless Steel,Mill,Matsuura_MAM72,Secondary_Operation,Yes,Electroless_Nickel_Plating,No,None,Part_Deburred_On_Machine,1670,78,4.64,Yes,Scratches,Damaged_When_Shipped_To_Customer,1399
Second 1:30PM to 9:30PM,6061 Aluminum,Mill,YCM_3,High_Precision,No,None,No,None,Manually Deburred,2114,102,4.83,No,Dent,Incorrect_Tool_Used,1433
Second 1:30PM to 9:30PM,303 Stainless Steel,Lathe,Miyano_BND,Tight_Tolerance,No,None,No,None,Part_Deburred_On_Machine,2125,57,2.7,Yes,Out_Of_Tolerance,Careless_Deburring,826
First 6:00AM-2:30PM,430 Stainless Steel,Lathe,Big_Wia,Standard,No,None,No,None,Manually Deburred,81,2,2.11,Yes,Thread_Defect,Improper_Setup,133
Second 1:30PM to 9:30PM,304 Stainless Steel,Lathe,Miyano_BND,Surface_Finish_Critical,No,None,No,None,Part_Deburred_On_Machine,1290,52,4.05,Yes,Incorrect_Hole_Size,Improper_Setup,761
Second 1:30PM to 9:30PM,7075 Aluminum,Lathe,Samsung_SL15E,Secondary_Operation,No,None,Yes,Bolts,Manually Deburred,315,11,3.35,Yes,Incorrect_Engraving,Careless_Deburring,300
First 6:00AM-2:30PM,6061 Aluminum,Mill,NFX400A,Tight_Tolerance,Yes,Nickel_Plating,Yes,Screw,Part_Deburred_On_Machine,1759,28,1.58,No,Missing_Feature,Loaded_Part_On_Wrong_Size,799
First 6:00AM-2:30PM,304 Stainless Steel,Lathe,Small_Wia,Secondary_Operation,Yes,Gold_Anodize,Yes,Bolts,Part_Deburred_On_Machine,1603,80,5.0,No,Burrs_In_Part,Tool_On_Machine_Broke,1475
First 6:00AM-2:30PM,6063 Aluminum,Mill,YCM_3,Standard,No,None,Yes,Hinge,Manually Deburred,2455,63,2.55,Yes,Dent,Careless_Deburring,976
Second 1:30PM to 9:30PM,6063 Aluminum,Lathe,Big_Wia,Standard,Yes,Colored_Paint,No,None,Part_Deburred_On_Machine,2246,4,0.16,No,Burrs_In_Part,Careless_Deburring,437
Second 1:30PM to 9:30PM,6061 Aluminum,Lathe,Samsung_SL15E,Secondary_Operation,Yes,Electroless_Nickel_Plating,Yes,Dowel_Pins,Part_Deburred_On_Machine,2010,0,0.01,Yes,None,None,435
Second 1:30PM to 9:30PM,6061 Aluminum,Mill,NFX400A,Standard,No,None,No,None,Part_Deburred_On_Machine,1896,26,1.35,No,Burrs_In_Part,Careless_Deburring,423
Second 1:30PM to 9:30PM,303 Stainless Steel,Mill,Matsuura_MAM72,Tight_Tolerance,No,None,Yes,Dowel_Pins,Part_Deburred_On_Machine,2277,74,3.24,Yes,Incorrect_Hole_Size,Incorrect_Tool_Used,1097
Second 1:30PM to 9:30PM,Steel,Lathe,Miyano_BND,Secondary_Operation,No,None,Yes,Dowel_Pins,Part_Deburred_On_Machine,1319,52,3.91,Yes,Missing_Feature,Improper_Setup,811
First 6:00AM-2:30PM,6063 Aluminum,Lathe,Samsung_SL15E,Surface_Finish_Critical,Yes,Gold_Anodize,Yes,Screw,Part_Deburred_On_Machine,475,10,2.07,Yes,Incorrect_Hole_Size,Incorrect_Tool_Used,565
First 6:00AM-2:30PM,303 Stainless Steel,Lathe,Samsung_SL15E,High_Precision,No,None,No,None,Part_Deburred_On_Machine,1108,27,2.47,No,Incorrect_Engraving,Tool_On_Machine_Broke,436
Second 1:30PM to 9:30PM,6063 Aluminum,Mill,YCM_1,Tight_Tolerance,Yes,Beadblast,No,None,Part_Deburred_On_Machine,2326,70,3.01,No,Scratches,Careless_Deburring,1295
Second 1:30PM to 9:30PM,303 Stainless Steel,Mill,NFX400A,Secondary_Operation,No,None,Yes,Bolts,Part_Deburred_On_Machine,1447,47,3.26,Yes,Thread_Defect,Incorrect_Tool_Used,746
Second 1:30PM to 9:30PM,7075 Aluminum,Mill,YCM_3,High_Precision,No,None,Yes,Screw,Part_Deburred_On_Machine,1197,36,2.98,Yes,Incorrect_Hole_Size,Tool_On_Machine_Broke,603
Second 1:30PM to 9:30PM,7075 Aluminum,Lathe,Big_Wia,Surface_Finish_Critical,No,None,Yes,Screw,Manually Deburred,1200,33,2.76,Yes,Burrs_In_Part,Tool_On_Machine_Broke,586
First 6:00AM-2:30PM,6063 Aluminum,Mill,Doosan_HC400_II,Tight_Tolerance,No,None,No,None,Manually Deburred,624,25,4.02,Yes,Out_Of_Tolerance,Tool_On_Machine_Broke,432
Second 1:30PM to 9:30PM,430 Stainless Steel,Mill,YCM_2,Surface_Finish_Critical,Yes,Colored_Hard_Anodize,No,None,Part_Deburred_On_Machine,329,8,2.32,No,Incorrect_Hole_Size,Incorrect_Tool_Used,489
Second 1:30PM to 9:30PM,304 Stainless Steel,Lathe,Small_Wia,High_Precision,Yes,Nickel_Plating,Yes,Dowel_Pins,Manually Deburred,2048,26,1.28,No,Missing_Feature,Loaded_Part_On_Wrong_Size,795
First 6:00AM-2:30PM,304 Stainless Steel,Mill,YCM_3,Tight_Tolerance,No,None,No,None,Manually Deburred,2009,5,0.26,Yes,Thread_Defect,Incorrect_Tool_Used,172
First 6:00AM-2:30PM,7075 Aluminum,Lathe,Big_Wia,Standard,Yes,Beadblast,No,None,Manually Deburred,389,3,0.71,No,Damage_To_Surface,Part_Lifted_On_Machine,446
First 6:00AM-2:30PM,303 Stainless Steel,Mill,NFX400A,Surface_Finish_Critical,Yes,Grinding,No,None,Manually Deburred,2418,41,1.71,Yes,Dent,Tool_On_Machine_Broke,940
Second 1:30PM to 9:30PM,304 Stainless Steel,Lathe,Small_Wia,High_Precision,No,None,Yes,Screw,Part_Deburred_On_Machine,1429,10,0.68,No,Scratches,Operator_Mistake,265
First 6:00AM-2:30PM,304 Stainless Steel,Lathe,Samsung_SL15E,Standard,Yes,Clear_Chromate,No,None,Part_Deburred_On_Machine,2676,22,0.83,Yes,Incorrect_Depth,Incorrect_Print,671
Second 1:30PM to 9:30PM,304 Stainless Steel,Mill,NFX400A,Surface_Finish_Critical,No,None,Yes,Dowel_Pins,Manually Deburred,413,8,1.85,Yes,Incorrect_Engraving,Measurement_Error,261
Second 1:30PM to 9:30PM,430 Stainless Steel,Lathe,Big_Wia,Standard,Yes,Clear_Chromate,No,None,Manually Deburred,2489,71,2.84,Yes,Material_Cut_Too_Small,Tool_On_Machine_Broke,1330
Second 1:30PM to 9:30PM,304 Stainless Steel,Mill,Doosan_HC400_II,High_Precision,No,None,No,None,Part_Deburred_On_Machine,872,42,4.87,No,Dent,Loaded_Part_On_Wrong_Size,631
Second 1:30PM to 9:30PM,6061 Aluminum,Mill,YCM_1,Secondary_Operation,No,None,Yes,Fasteners,Manually Deburred,2028,71,3.51,Yes,Damage_To_Surface,Tool_On_Machine_Broke,1080
First 6:00AM-2:30PM,304 Stainless Steel,Lathe,Small_Wia,Surface_Finish_Critical,Yes,Chem_Film,No,None,Part_Deburred_On_Machine,2917,17,0.6,Yes,Material_Cut_Too_Small,Loaded_Part_On_Wrong_Size,606
First 6:00AM-2:30PM,303 Stainless Steel,Mill,NFX400A,High_Precision,Yes,White_Paint,No,None,Manually Deburred,1711,36,2.13,Yes,Incorrect_Engraving,Improper_Setup,875
Second 1:30PM to 9:30PM,304 Stainless Steel,Lathe,Miyano_BND,Tight_Tolerance,Yes,Colored_Paint,Yes,Dowel_Pins,Part_Deburred_On_Machine,2470,123,4.98,Yes,Out_Of_Tolerance,Material_Defect,2034
First 6:00AM-2:30PM,7075 Aluminum,Mill,YCM_3,Tight_Tolerance,No,None,No,None,Part_Deburred_On_Machine,831,26,3.17,Yes,Thread_Defect,Incorrect_Tool_Used,423
Second 1:30PM to 9:30PM,Steel,Lathe,Big_Wia,High_Precision,Yes,Nickel_Plating,No,None,Part_Deburred_On_Machine,1044,21,2.05,No,Scratches,Operator_Mistake,658
First 6:00AM-2:30PM,430 Stainless Steel,Mill,Matsuura_MAM72,Standard,No,None,Yes,Bolts,Part_Deburred_On_Machine,1732,59,3.4,No,Incorrect_Engraving,Incorrect_Tool_Used,902
First 6:00AM-2:30PM,Steel,Mill,Doosan_HC400_II,Standard,No,None,Yes,Dowel_Pins,Part_Deburred_On_Machine,1037,30,2.88,Yes,Dent,Part_Lifted_On_Machine,525
First 6:00AM-2:30PM,6061 Aluminum,Lathe,Small_Wia,High_Precision,No,None,No,None,Part_Deburred_On_Machine,2274,5,0.24,Yes,Missing_Feature,Machine_Broke_Down,150
Second 1:30PM to 9:30PM,6061 Aluminum,Mill,YCM_3,Secondary_Operation,Yes,Zinc_Plating,Yes,Fasteners,Manually Deburred,304,4,1.25,Yes,Incorrect_Hole_Size,Improper_Setup,509
Second 1:30PM to 9:30PM,6061 Aluminum,Lathe,Small_Wia,Surface_Finish_Critical,Yes,Nickel_Plating,No,None,Manually Deburred,1850,11,0.6,Yes,Material_Cut_Too_Small,Loaded_Part_On_Wrong_Size,550
Second 1:30PM to 9:30PM,Steel,Mill,YCM_1,Surface_Finish_Critical,No,None,No,None,Manually Deburred,1638,68,4.18,Yes,Incorrect_Engraving,Loaded_Part_On_Wrong_Size,991
Second 1:30PM to 9:30PM,Steel,Mill,Matsuura_MAM72,Standard,Yes,Gold_Anodize,Yes,Fasteners,Part_Deburred_On_Machine,361,18,4.94,No,Out_Of_Tolerance,Incorrect_Revision_Level,669
Second 1:30PM to 9:30PM,6061 Aluminum,Mill,Doosan_HC400_II,Standard,No,None,No,None,Part_Deburred_On_Machine,1995,7,0.34,Yes,Incorrect_Depth,Incorrect_Print,176
Second 1:30PM to 9:30PM,303 Stainless Steel,Mill,YCM_1,High_Precision,No,None,Yes,Fasteners,Part_Deburred_On_Machine,206,3,1.62,No,Damage_To_Surface,Programming_Error,174
Second 1:30PM to 9:30PM,430 Stainless Steel,Lathe,Samsung_SL15E,Surface_Finish_Critical,No,None,Yes,Dowel_Pins,Manually Deburred,334,3,0.89,Yes,Burrs_In_Part,Operator_Mistake,196
Second 1:30PM to 9:30PM,304 Stainless Steel,Mill,YCM_3,Standard,Yes,Colored_Hard_Anodize,Yes,Bolts,Part_Deburred_On_Machine,1607,11,0.66,No,Incorrect_Engraving,Careless_Deburring,578
Second 1:30PM to 9:30PM,6063 Aluminum,Mill,Matsuura_MAM72,Secondary_Operation,Yes,Colored_Paint,No,None,Manually Deburred,1317,10,0.73,Yes,Out_Of_Tolerance,Loaded_Part_On_Wrong_Size,537
First 6:00AM-2:30PM,Steel,Lathe,Miyano_BND,Surface_Finish_Critical,Yes,Colored_Paint,No,None,Manually Deburred,2541,114,4.49,Yes,Out_Of_Tolerance,Measurement_Error,1889
Second 1:30PM to 9:30PM,7075 Aluminum,Lathe,Samsung_SL15E,Surface_Finish_Critical,No,None,No,None,Part_Deburred_On_Machine,750,8,1.12,Yes,Incorrect_Engraving,Damaged_When_Shipped_To_Customer,189
First 6:00AM-2:30PM,430 Stainless Steel,Lathe,Samsung_SL15E,Standard,No,None,Yes,Fasteners,Manually Deburred,274,6,2.27,Yes,Incorrect_Depth,Careless_Deburring,235
Second 1:30PM to 9:30PM,304 Stainless Steel,Mill,YCM_2,High_Precision,No,None,Yes,Hinge,Manually Deburred,2483,94,3.78,Yes,Thread_Defect,Measurement_Error,1379
First 6:00AM-2:30PM,304 Stainless Steel,Lathe,Miyano_BND,Secondary_Operation,Yes,Passivation,No,None,Manually Deburred,407,19,4.77,No,Incorrect_Depth,Programming_Error,654
Second 1:30PM to 9:30PM,Steel,Mill,YCM_2,Tight_Tolerance,Yes,Zinc_Plating,No,None,Manually Deburred,174,1,0.52,Yes,Incorrect_Engraving,Operator_Mistake,420
First 6:00AM-2:30PM,Steel,Lathe,Miyano_BND,Tight_Tolerance,Yes,Nickel_Plating,No,None,Manually Deburred,264,2,0.91,No,Dent,Programming_Error,433
Second 1:30PM to 9:30PM,Steel,Mill,Matsuura_MAM72,Tight_Tolerance,No,None,No,None,Manually Deburred,2626,24,0.93,Yes,Incorrect_Engraving,Tool_On_Machine_Broke,419
Second 1:30PM to 9:30PM,430 Stainless Steel,Lathe,Big_Wia,High_Precision,No,None,Yes,Fasteners,Part_Deburred_On_Machine,2769,46,1.67,Yes,Incorrect_Engraving,Tool_On_Machine_Broke,733
